"experiment","subject","condition","conditionC","totalTrialNum","totalTrialNumC","blockNum","categoryLoc","imageName","imageType","isRight","RT","totalTimeMinutes","Age","Gender","L1English"
"2B","p232179","low",-0.5,24,11.5,3,"left","low_B_11_20.png",NA,1,1590,6.09735,35,"Male","English"
"2B","p331904","low",-0.5,1,-11.5,1,"left","low_A_01_10.png",NA,1,4722,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,2,-10.5,1,"left","low_A_00_21.png",NA,1,2134,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,3,-9.5,1,"left","low_A_01_02.png",NA,1,1876,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,4,-8.5,1,"right","low_B_11_02.png",NA,0,1818,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,5,-7.5,1,"right","low_B_10_10.png",NA,0,1964,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,6,-6.5,1,"left","low_A_00_10.png",NA,0,1330,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,7,-5.5,1,"right","low_B_10_02.png",NA,0,4731,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,8,-4.5,1,"right","low_B_11_21.png",NA,1,1484,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,9,-3.5,2,"left","low_A_01_21.png",NA,0,1540,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,10,-2.5,2,"right","low_B_11_10.png",NA,0,1372,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,11,-1.5,2,"right","low_B_10_21.png",NA,0,3411,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,12,-0.5,2,"left","low_A_00_02.png",NA,0,1603,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,13,0.5,2,"right","low_B_10_10.png",NA,1,1642,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,14,1.5,2,"left","low_A_01_02.png",NA,1,1676,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,15,2.5,2,"right","low_B_10_21.png",NA,0,1644,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,16,3.5,2,"right","low_B_10_02.png",NA,0,2565,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,17,4.5,3,"left","low_A_00_21.png",NA,0,2460,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,18,5.5,3,"right","low_B_11_21.png",NA,0,1546,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,19,6.5,3,"right","low_B_11_10.png",NA,1,1877,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,20,7.5,3,"right","low_B_11_02.png",NA,1,1292,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,21,8.5,3,"left","low_A_01_10.png",NA,0,2787,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,22,9.5,3,"left","low_A_00_02.png",NA,1,9220,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,23,10.5,3,"left","low_A_01_21.png",NA,0,1627,10.73825,35,"Male","English"
"2B","p331904","low",-0.5,24,11.5,3,"left","low_A_00_10.png",NA,1,1579,10.73825,35,"Male","English"
"2B","p508988","high",0.5,1,-11.5,1,"left","high_A_00_10.png",NA,0,6775,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,2,-10.5,1,"right","high_B_11_02.png",NA,0,3105,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,3,-9.5,1,"right","high_B_10_21.png",NA,0,3169,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,4,-8.5,1,"left","high_A_00_02.png",NA,0,1391,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,5,-7.5,1,"left","high_A_00_21.png",NA,1,1984,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,6,-6.5,1,"right","high_B_11_21.png",NA,1,1271,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,7,-5.5,1,"left","high_A_01_10.png",NA,1,1377,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,8,-4.5,1,"right","high_B_11_10.png",NA,1,1232,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,9,-3.5,2,"left","high_A_01_02.png",NA,1,1080,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,10,-2.5,2,"left","high_A_01_21.png",NA,1,1104,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,11,-1.5,2,"right","high_B_10_02.png",NA,1,6784,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,12,-0.5,2,"right","high_B_10_10.png",NA,1,1406,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,13,0.5,2,"right","high_B_11_02.png",NA,1,1316,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,14,1.5,2,"left","high_A_00_21.png",NA,1,1024,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,15,2.5,2,"right","high_B_11_10.png",NA,1,1023,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,16,3.5,2,"right","high_B_11_21.png",NA,1,1179,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,17,4.5,3,"left","high_A_01_02.png",NA,1,2064,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,18,5.5,3,"left","high_A_01_10.png",NA,1,1205,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,19,6.5,3,"left","high_A_00_02.png",NA,1,1104,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,20,7.5,3,"right","high_B_10_02.png",NA,1,1898,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,21,8.5,3,"left","high_A_00_10.png",NA,1,1165,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,22,9.5,3,"right","high_B_10_21.png",NA,0,1332,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,23,10.5,3,"left","high_A_01_21.png",NA,1,1654,7.04623333333333,26,"Male","English"
"2B","p508988","high",0.5,24,11.5,3,"right","high_B_10_10.png",NA,1,8676,7.04623333333333,26,"Male","English"
"2B","p958295","low",-0.5,1,-11.5,1,"right","low_A_00_12.png",NA,0,2870,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,2,-10.5,1,"left","low_B_10_21.png",NA,0,1828,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,3,-9.5,1,"right","low_A_00_21.png",NA,1,3877,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,4,-8.5,1,"right","low_A_01_21.png",NA,1,1315,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,5,-7.5,1,"left","low_B_11_12.png",NA,0,1532,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,6,-6.5,1,"right","low_A_01_12.png",NA,0,1436,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,7,-5.5,1,"right","low_A_00_01.png",NA,1,3443,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,8,-4.5,1,"left","low_B_11_01.png",NA,1,1652,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,9,-3.5,2,"right","low_A_01_01.png",NA,1,1316,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,10,-2.5,2,"left","low_B_10_12.png",NA,1,3972,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,11,-1.5,2,"left","low_B_10_01.png",NA,1,2540,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,12,-0.5,2,"left","low_B_11_21.png",NA,0,2981,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,13,0.5,2,"left","low_B_11_21.png",NA,1,1738,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,14,1.5,2,"right","low_A_00_01.png",NA,1,5860,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,15,2.5,2,"left","low_B_10_01.png",NA,1,1692,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,16,3.5,2,"right","low_A_01_01.png",NA,1,1205,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,17,4.5,3,"right","low_A_01_21.png",NA,0,2291,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,18,5.5,3,"left","low_B_11_01.png",NA,1,1444,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,19,6.5,3,"left","low_B_10_12.png",NA,1,1526,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,20,7.5,3,"left","low_B_11_12.png",NA,0,2354,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,21,8.5,3,"left","low_B_10_21.png",NA,1,1478,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,22,9.5,3,"right","low_A_00_12.png",NA,0,1202,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,23,10.5,3,"right","low_A_01_12.png",NA,1,1499,8.5284,30,"Male","English"
"2B","p958295","low",-0.5,24,11.5,3,"right","low_A_00_21.png",NA,1,1821,8.5284,30,"Male","English"
"2B","p302663","high",0.5,1,-11.5,1,"right","high_A_00_01.png",NA,1,3280,9.83855,32,"Female","English"
"2B","p302663","high",0.5,2,-10.5,1,"right","high_A_01_01.png",NA,1,1935,9.83855,32,"Female","English"
"2B","p302663","high",0.5,3,-9.5,1,"left","high_B_11_21.png",NA,1,1956,9.83855,32,"Female","English"
"2B","p302663","high",0.5,4,-8.5,1,"left","high_B_10_01.png",NA,0,1528,9.83855,32,"Female","English"
"2B","p302663","high",0.5,5,-7.5,1,"left","high_B_11_10.png",NA,1,2337,9.83855,32,"Female","English"
"2B","p302663","high",0.5,6,-6.5,1,"left","high_B_10_21.png",NA,1,2791,9.83855,32,"Female","English"
"2B","p302663","high",0.5,7,-5.5,1,"right","high_A_00_10.png",NA,1,1812,9.83855,32,"Female","English"
"2B","p302663","high",0.5,8,-4.5,1,"right","high_A_00_21.png",NA,1,1640,9.83855,32,"Female","English"
"2B","p302663","high",0.5,9,-3.5,2,"left","high_B_10_10.png",NA,1,1991,9.83855,32,"Female","English"
"2B","p302663","high",0.5,10,-2.5,2,"right","high_A_01_10.png",NA,1,1868,9.83855,32,"Female","English"
"2B","p302663","high",0.5,11,-1.5,2,"left","high_B_11_01.png",NA,1,2276,9.83855,32,"Female","English"
"2B","p302663","high",0.5,12,-0.5,2,"right","high_A_01_21.png",NA,1,1562,9.83855,32,"Female","English"
"2B","p302663","high",0.5,13,0.5,2,"right","high_A_01_21.png",NA,1,1600,9.83855,32,"Female","English"
"2B","p302663","high",0.5,14,1.5,2,"left","high_B_10_01.png",NA,1,1485,9.83855,32,"Female","English"
"2B","p302663","high",0.5,15,2.5,2,"right","high_A_01_10.png",NA,1,1717,9.83855,32,"Female","English"
"2B","p302663","high",0.5,16,3.5,2,"right","high_A_01_01.png",NA,1,1741,9.83855,32,"Female","English"
"2B","p302663","high",0.5,17,4.5,3,"right","high_A_00_21.png",NA,1,1611,9.83855,32,"Female","English"
"2B","p302663","high",0.5,18,5.5,3,"left","high_B_10_21.png",NA,1,1925,9.83855,32,"Female","English"
"2B","p302663","high",0.5,19,6.5,3,"right","high_A_00_01.png",NA,1,1588,9.83855,32,"Female","English"
"2B","p302663","high",0.5,20,7.5,3,"left","high_B_11_21.png",NA,1,1732,9.83855,32,"Female","English"
"2B","p302663","high",0.5,21,8.5,3,"left","high_B_10_10.png",NA,1,1796,9.83855,32,"Female","English"
"2B","p302663","high",0.5,22,9.5,3,"left","high_B_11_01.png",NA,1,1755,9.83855,32,"Female","English"
"2B","p302663","high",0.5,23,10.5,3,"left","high_B_11_10.png",NA,1,1721,9.83855,32,"Female","English"
"2B","p302663","high",0.5,24,11.5,3,"right","high_A_00_10.png",NA,1,1598,9.83855,32,"Female","English"
"2B","p164942","low",-0.5,1,-11.5,1,"right","low_A_00_01.png",NA,0,6767,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,2,-10.5,1,"left","low_B_10_01.png",NA,0,1266,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,3,-9.5,1,"left","low_B_11_21.png",NA,1,1788,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,4,-8.5,1,"left","low_B_10_21.png",NA,1,1187,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,5,-7.5,1,"right","low_A_01_01.png",NA,1,1660,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,6,-6.5,1,"left","low_B_11_01.png",NA,0,1228,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,7,-5.5,1,"right","low_A_01_10.png",NA,1,2060,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,8,-4.5,1,"right","low_A_00_21.png",NA,0,1340,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,9,-3.5,2,"left","low_B_10_10.png",NA,0,1348,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,10,-2.5,2,"right","low_A_01_21.png",NA,1,2197,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,11,-1.5,2,"right","low_A_00_10.png",NA,1,1307,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,12,-0.5,2,"left","low_B_11_10.png",NA,1,1524,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,13,0.5,2,"right","low_A_00_01.png",NA,1,2635,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,14,1.5,2,"right","low_A_00_10.png",NA,1,1548,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,15,2.5,2,"left","low_B_11_21.png",NA,1,2036,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,16,3.5,2,"left","low_B_11_10.png",NA,1,2123,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,17,4.5,3,"right","low_A_01_21.png",NA,1,1652,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,18,5.5,3,"left","low_B_10_01.png",NA,1,1429,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,19,6.5,3,"left","low_B_10_10.png",NA,1,1524,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,20,7.5,3,"right","low_A_00_21.png",NA,1,1427,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,21,8.5,3,"right","low_A_01_01.png",NA,1,1286,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,22,9.5,3,"left","low_B_11_01.png",NA,1,1538,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,23,10.5,3,"left","low_B_10_21.png",NA,1,1516,5.21873333333333,40,"Male","English"
"2B","p164942","low",-0.5,24,11.5,3,"right","low_A_01_10.png",NA,1,1428,5.21873333333333,40,"Male","English"
"2B","p741746","high",0.5,1,-11.5,1,"left","high_B_11_02.png",NA,1,4679,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,2,-10.5,1,"left","high_B_10_21.png",NA,1,2912,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,3,-9.5,1,"left","high_B_10_12.png",NA,0,2283,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,4,-8.5,1,"right","high_A_01_21.png",NA,0,2702,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,5,-7.5,1,"right","high_A_01_12.png",NA,0,1791,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,6,-6.5,1,"left","high_B_10_02.png",NA,1,2108,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,7,-5.5,1,"right","high_A_00_02.png",NA,1,1345,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,8,-4.5,1,"left","high_B_11_12.png",NA,1,1563,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,9,-3.5,2,"right","high_A_00_21.png",NA,1,1315,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,10,-2.5,2,"left","high_B_11_21.png",NA,1,1322,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,11,-1.5,2,"right","high_A_01_02.png",NA,1,1211,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,12,-0.5,2,"right","high_A_00_12.png",NA,1,1164,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,13,0.5,2,"left","high_B_11_12.png",NA,1,1849,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,14,1.5,2,"right","high_A_01_21.png",NA,1,1158,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,15,2.5,2,"right","high_A_00_02.png",NA,1,1012,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,16,3.5,2,"right","high_A_01_02.png",NA,1,1034,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,17,4.5,3,"left","high_B_10_02.png",NA,1,1157,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,18,5.5,3,"left","high_B_10_12.png",NA,1,1289,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,19,6.5,3,"right","high_A_00_21.png",NA,1,1141,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,20,7.5,3,"left","high_B_11_02.png",NA,1,1105,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,21,8.5,3,"left","high_B_10_21.png",NA,1,1226,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,22,9.5,3,"right","high_A_01_12.png",NA,1,1160,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,23,10.5,3,"right","high_A_00_12.png",NA,1,894,6.73586666666667,26,"Female","English"
"2B","p741746","high",0.5,24,11.5,3,"left","high_B_11_21.png",NA,1,1327,6.73586666666667,26,"Female","English"
"2B","p478884","high",0.5,1,-11.5,1,"right","high_B_10_02.png",NA,0,3495,10.0483,34,"Female","English"
"2B","p478884","high",0.5,2,-10.5,1,"left","high_A_01_10.png",NA,0,4359,10.0483,34,"Female","English"
"2B","p478884","high",0.5,3,-9.5,1,"right","high_B_11_02.png",NA,0,21565,10.0483,34,"Female","English"
"2B","p478884","high",0.5,4,-8.5,1,"left","high_A_00_02.png",NA,1,3455,10.0483,34,"Female","English"
"2B","p478884","high",0.5,5,-7.5,1,"left","high_A_01_21.png",NA,0,4289,10.0483,34,"Female","English"
"2B","p478884","high",0.5,6,-6.5,1,"right","high_B_10_10.png",NA,1,6964,10.0483,34,"Female","English"
"2B","p478884","high",0.5,7,-5.5,1,"right","high_B_10_21.png",NA,1,1927,10.0483,34,"Female","English"
"2B","p478884","high",0.5,8,-4.5,1,"left","high_A_00_10.png",NA,1,2147,10.0483,34,"Female","English"
"2B","p478884","high",0.5,9,-3.5,2,"left","high_A_00_21.png",NA,1,1917,10.0483,34,"Female","English"
"2B","p478884","high",0.5,10,-2.5,2,"right","high_B_11_21.png",NA,1,1827,10.0483,34,"Female","English"
"2B","p478884","high",0.5,11,-1.5,2,"left","high_A_01_02.png",NA,1,2342,10.0483,34,"Female","English"
"2B","p478884","high",0.5,12,-0.5,2,"right","high_B_11_10.png",NA,1,1879,10.0483,34,"Female","English"
"2B","p478884","high",0.5,13,0.5,2,"right","high_B_11_10.png",NA,1,2018,10.0483,34,"Female","English"
"2B","p478884","high",0.5,14,1.5,2,"left","high_A_00_02.png",NA,1,1575,10.0483,34,"Female","English"
"2B","p478884","high",0.5,15,2.5,2,"right","high_B_11_02.png",NA,1,1732,10.0483,34,"Female","English"
"2B","p478884","high",0.5,16,3.5,2,"left","high_A_01_21.png",NA,1,1684,10.0483,34,"Female","English"
"2B","p478884","high",0.5,17,4.5,3,"left","high_A_01_02.png",NA,1,2079,10.0483,34,"Female","English"
"2B","p478884","high",0.5,18,5.5,3,"left","high_A_01_10.png",NA,1,2025,10.0483,34,"Female","English"
"2B","p478884","high",0.5,19,6.5,3,"left","high_A_00_10.png",NA,1,2979,10.0483,34,"Female","English"
"2B","p478884","high",0.5,20,7.5,3,"right","high_B_10_21.png",NA,1,1751,10.0483,34,"Female","English"
"2B","p478884","high",0.5,21,8.5,3,"left","high_A_00_21.png",NA,1,1772,10.0483,34,"Female","English"
"2B","p478884","high",0.5,22,9.5,3,"right","high_B_10_10.png",NA,1,1881,10.0483,34,"Female","English"
"2B","p478884","high",0.5,23,10.5,3,"right","high_B_10_02.png",NA,1,1586,10.0483,34,"Female","English"
"2B","p478884","high",0.5,24,11.5,3,"right","high_B_11_21.png",NA,1,1820,10.0483,34,"Female","English"
"2B","p584397","low",-0.5,1,-11.5,1,"right","low_A_00_12.png",NA,0,3661,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,2,-10.5,1,"right","low_A_00_20.png",NA,1,2387,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,3,-9.5,1,"left","low_B_11_12.png",NA,1,2269,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,4,-8.5,1,"left","low_B_11_01.png",NA,1,2043,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,5,-7.5,1,"right","low_A_01_20.png",NA,1,2437,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,6,-6.5,1,"left","low_B_11_20.png",NA,1,2836,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,7,-5.5,1,"right","low_A_00_01.png",NA,1,3412,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,8,-4.5,1,"left","low_B_10_12.png",NA,0,3395,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,9,-3.5,2,"left","low_B_10_20.png",NA,1,2564,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,10,-2.5,2,"right","low_A_01_12.png",NA,1,2813,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,11,-1.5,2,"left","low_B_10_01.png",NA,1,2619,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,12,-0.5,2,"right","low_A_01_01.png",NA,1,2389,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,13,0.5,2,"left","low_B_10_01.png",NA,1,2923,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,14,1.5,2,"right","low_A_00_01.png",NA,1,2237,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,15,2.5,2,"right","low_A_01_01.png",NA,1,2619,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,16,3.5,2,"right","low_A_00_20.png",NA,1,4253,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,17,4.5,3,"right","low_A_01_20.png",NA,1,2060,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,18,5.5,3,"right","low_A_00_12.png",NA,1,2652,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,19,6.5,3,"left","low_B_11_12.png",NA,1,2132,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,20,7.5,3,"left","low_B_10_12.png",NA,1,2724,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,21,8.5,3,"left","low_B_11_01.png",NA,0,2285,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,22,9.5,3,"left","low_B_10_20.png",NA,1,2044,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,23,10.5,3,"right","low_A_01_12.png",NA,1,2270,8.12836666666667,54,"Female","English"
"2B","p584397","low",-0.5,24,11.5,3,"left","low_B_11_20.png",NA,1,1802,8.12836666666667,54,"Female","English"
"2B","p205273","high",0.5,1,-11.5,1,"right","high_B_11_10.png",NA,0,5752,4.8226,29,"Male","English"
"2B","p205273","high",0.5,2,-10.5,1,"right","high_B_10_10.png",NA,1,1440,4.8226,29,"Male","English"
"2B","p205273","high",0.5,3,-9.5,1,"left","high_A_01_01.png",NA,1,1441,4.8226,29,"Male","English"
"2B","p205273","high",0.5,4,-8.5,1,"left","high_A_01_20.png",NA,1,1496,4.8226,29,"Male","English"
"2B","p205273","high",0.5,5,-7.5,1,"left","high_A_00_01.png",NA,1,2294,4.8226,29,"Male","English"
"2B","p205273","high",0.5,6,-6.5,1,"left","high_A_00_20.png",NA,1,1511,4.8226,29,"Male","English"
"2B","p205273","high",0.5,7,-5.5,1,"right","high_B_11_01.png",NA,1,1934,4.8226,29,"Male","English"
"2B","p205273","high",0.5,8,-4.5,1,"right","high_B_10_20.png",NA,0,1146,4.8226,29,"Male","English"
"2B","p205273","high",0.5,9,-3.5,2,"right","high_B_10_01.png",NA,1,8527,4.8226,29,"Male","English"
"2B","p205273","high",0.5,10,-2.5,2,"left","high_A_01_10.png",NA,1,1811,4.8226,29,"Male","English"
"2B","p205273","high",0.5,11,-1.5,2,"left","high_A_00_10.png",NA,0,1616,4.8226,29,"Male","English"
"2B","p205273","high",0.5,12,-0.5,2,"right","high_B_11_20.png",NA,1,2977,4.8226,29,"Male","English"
"2B","p205273","high",0.5,13,0.5,2,"left","high_A_00_10.png",NA,1,1574,4.8226,29,"Male","English"
"2B","p205273","high",0.5,14,1.5,2,"left","high_A_00_20.png",NA,1,1625,4.8226,29,"Male","English"
"2B","p205273","high",0.5,15,2.5,2,"left","high_A_01_10.png",NA,1,1532,4.8226,29,"Male","English"
"2B","p205273","high",0.5,16,3.5,2,"left","high_A_01_01.png",NA,1,1270,4.8226,29,"Male","English"
"2B","p205273","high",0.5,17,4.5,3,"left","high_A_00_01.png",NA,1,1393,4.8226,29,"Male","English"
"2B","p205273","high",0.5,18,5.5,3,"right","high_B_11_10.png",NA,1,1622,4.8226,29,"Male","English"
"2B","p205273","high",0.5,19,6.5,3,"right","high_B_10_20.png",NA,1,1739,4.8226,29,"Male","English"
"2B","p205273","high",0.5,20,7.5,3,"right","high_B_11_20.png",NA,1,1333,4.8226,29,"Male","English"
"2B","p205273","high",0.5,21,8.5,3,"right","high_B_10_10.png",NA,1,1394,4.8226,29,"Male","English"
"2B","p205273","high",0.5,22,9.5,3,"left","high_A_01_20.png",NA,1,1239,4.8226,29,"Male","English"
"2B","p205273","high",0.5,23,10.5,3,"right","high_B_11_01.png",NA,1,1218,4.8226,29,"Male","English"
"2B","p205273","high",0.5,24,11.5,3,"right","high_B_10_01.png",NA,1,1394,4.8226,29,"Male","English"
"2B","p768114","high",0.5,1,-11.5,1,"left","high_A_01_12.png",NA,0,3718,6.7605,32,"Male","English"
"2B","p768114","high",0.5,2,-10.5,1,"right","high_B_11_02.png",NA,0,2065,6.7605,32,"Male","English"
"2B","p768114","high",0.5,3,-9.5,1,"right","high_B_10_02.png",NA,1,2178,6.7605,32,"Male","English"
"2B","p768114","high",0.5,4,-8.5,1,"left","high_A_00_21.png",NA,1,1390,6.7605,32,"Male","English"
"2B","p768114","high",0.5,5,-7.5,1,"left","high_A_01_02.png",NA,0,2319,6.7605,32,"Male","English"
"2B","p768114","high",0.5,6,-6.5,1,"left","high_A_00_02.png",NA,0,2418,6.7605,32,"Male","English"
"2B","p768114","high",0.5,7,-5.5,1,"left","high_A_01_21.png",NA,1,1603,6.7605,32,"Male","English"
"2B","p768114","high",0.5,8,-4.5,1,"right","high_B_11_12.png",NA,1,3104,6.7605,32,"Male","English"
"2B","p768114","high",0.5,9,-3.5,2,"left","high_A_00_12.png",NA,1,1906,6.7605,32,"Male","English"
"2B","p768114","high",0.5,10,-2.5,2,"right","high_B_10_12.png",NA,1,1391,6.7605,32,"Male","English"
"2B","p768114","high",0.5,11,-1.5,2,"right","high_B_11_21.png",NA,1,2388,6.7605,32,"Male","English"
"2B","p768114","high",0.5,12,-0.5,2,"right","high_B_10_21.png",NA,1,1412,6.7605,32,"Male","English"
"2B","p768114","high",0.5,13,0.5,2,"right","high_B_11_12.png",NA,1,1856,6.7605,32,"Male","English"
"2B","p768114","high",0.5,14,1.5,2,"left","high_A_01_12.png",NA,1,3185,6.7605,32,"Male","English"
"2B","p768114","high",0.5,15,2.5,2,"right","high_B_11_21.png",NA,1,1158,6.7605,32,"Male","English"
"2B","p768114","high",0.5,16,3.5,2,"left","high_A_00_02.png",NA,1,3881,6.7605,32,"Male","English"
"2B","p768114","high",0.5,17,4.5,3,"right","high_B_10_12.png",NA,1,1078,6.7605,32,"Male","English"
"2B","p768114","high",0.5,18,5.5,3,"left","high_A_01_21.png",NA,0,1945,6.7605,32,"Male","English"
